Chromosome,Coordinate,p_value
chr02,1045755,0.8332207709638626
chr02,1045978,0.8332207709638626
chr02,1046008,0.8726002742550938
chr02,1046100,0.9483729843830089
chr02,1046169,0.9183783800510751
chr02,1046193,0.8899273908029627
chr02,1046216,0.8364449979082145
chr02,1046525,0.962844423345028
chr02,1046623,0.9737560207878351
chr02,1046685,0.934426376213592
chr02,1046963,0.9458165453952729
chr02,1046968,0.8622776364590856
chr02,1046980,0.8185571395421484
chr02,1047020,0.9085724189224236
chr02,1047276,0.9279693732715345
chr02,1047286,0.9988535560125794
chr02,1047297,0.9976310436626719
chr02,1048068,0.934426376213592
chr02,1049932,0.934426376213592
chr02,1050824,0.934426376213592
chr02,1051185,0.934426376213592
chr02,1052848,0.934426376213592
chr02,1054575,0.9951879942317374
chr02,1055396,0.9466113953531212
chr02,1056579,0.934426376213592
chr02,1058616,0.8779868213511297
chr02,1058700,0.8763257566205584
chr02,1058970,0.8792910960084723
chr02,1059199,0.8792910960084723
chr02,1059219,0.8763257566205584
chr02,1059269,0.934426376213592
chr02,1059309,0.9837657063399314
chr02,1059317,0.8021042954566306
chr02,1059331,0.8572914779453662
chr02,1059345,0.859385745509832
chr02,1059483,0.8763257566205584
chr02,1059519,0.934426376213592
chr02,1059588,0.8920425579656179
chr02,1059596,0.8920425579656179
chr02,1059612,0.8920425579656179
chr02,1059617,0.9442526161467117
chr02,1059702,0.9239045250962639
chr02,1059757,0.8812574140885348
chr02,1059810,0.878417493977151
chr02,1059973,0.7645598589327274
chr02,1059979,0.8045716697048291
chr02,1060003,0.904180448929176
chr02,1060351,0.82852630468641
chr02,1060360,0.9698549599849972
chr02,1060429,0.951839416433117
chr02,1060918,0.7957934635470265
chr02,1061384,0.693678319056158
chr02,1061429,0.7878105576913144
chr02,1061677,0.447112010218904
chr02,1062119,0.43462294958978254
chr02,1062579,0.27003219451202504
chr02,1062648,0.3079358793304228
chr02,1062663,0.3643058985652422
chr02,1064296,0.2537613672099877
chr02,1064313,0.2537613672099877
chr02,1064880,0.34117220457730113
chr02,1065538,0.4767328082830724
chr02,1065582,0.3792185330049527
chr02,1066049,0.33672685641164835
chr02,1066126,0.3480420824060636
chr02,1066137,0.3747030928634457
chr02,1066142,0.43350313552369024
chr02,1066168,0.4138887771191264
chr02,1066177,0.3383140696598129
chr02,1066182,0.3383140696598129
chr02,1066464,0.4384146442684749
chr02,1066469,0.4384146442684749
chr02,1066530,0.42308500664654847
chr02,1066536,0.42308500664654847
chr02,1066915,0.5686752642349506
chr02,1066920,0.5040730702911559
chr02,1067004,0.6894496050324087
chr02,1067061,0.7371597006490213
chr02,1067070,0.7820836163966363
chr02,1067329,0.42212491243315964
chr02,1067621,0.9209022159327432
chr02,1068004,0.7356035479960574
chr02,1068137,0.7356458211675849
chr02,1068428,0.6925907500307769
chr02,1068483,0.619076658803004
chr02,1068788,0.7088215631418886
chr02,1069012,0.6898716178042903
chr02,1069084,0.7164689116752954
chr02,1069152,0.6925907500307769
chr02,1069209,0.6490577127997588
chr02,1069241,0.6490577127997588
chr02,1069253,0.6490577127997588
chr02,1069488,0.6925907500307769
chr02,1069527,0.6925907500307769
chr02,1069566,0.6925907500307769
chr02,1069609,0.6925907500307769
chr02,1069974,0.7508708988704546
chr02,1070046,0.7164689116752954
chr02,1070202,0.6925907500307769
chr02,1070287,0.6514608941190789
chr02,1070375,0.6514608941190789
chr02,1070416,0.6490577127997588
chr02,1070565,0.7741202593671082
chr02,1070587,0.6925907500307769
chr02,1070608,0.647242875317483
chr02,1070651,0.7384265835587986
chr02,1070779,0.6612193636837724
chr02,1070798,0.490183932967611
chr02,1071013,0.6898716178042903
chr02,1071108,0.6737562622461128
chr02,1071114,0.6768470330477014
chr02,1071122,0.6768470330477014
chr02,1071175,0.6925907500307769
chr02,1071218,0.6925907500307769
chr02,1071226,0.6925907500307769
chr02,1071342,0.6925907500307769
chr02,1071382,0.6898716178042903
chr02,1071538,0.6898716178042903
chr02,1071550,0.6898716178042903
chr02,1071698,0.8392575448996824
chr02,1071728,0.8360527325559162
chr02,1071777,0.82625708172493
chr02,1071832,0.82625708172493
chr02,1071955,0.82625708172493
chr02,1072038,0.82625708172493
chr02,1072422,0.82625708172493
chr02,1072521,0.82625708172493
chr02,1072581,0.82625708172493
chr02,1072595,0.9260677387038851
chr02,1072766,0.98261648812619
chr02,1072779,0.9208257124415746
chr02,1072814,0.9208257124415746
chr02,1072839,0.8340573781039629
chr02,1072899,0.9076681140525544
chr02,1073129,0.8609270488398983
chr02,1073191,0.8841514389759666
chr02,1073310,0.9260677387038851
chr02,1073339,0.9260677387038851
chr02,1073441,0.8454685789675064
chr02,1073597,0.884223219099451
chr02,1073720,0.9290638017295874
chr02,1073929,0.8782370850779582
chr02,1073999,0.8782370850779582
chr02,1074187,0.9462166229277381
chr02,1074194,0.9462166229277381
chr02,1074393,0.9260677387038851
chr02,1074525,0.9290638017295874
chr02,1074631,0.9260677387038851
chr02,1074653,0.9260677387038851
chr02,1074708,0.9686903928858742
chr02,1074734,0.9260677387038851
chr02,1074825,0.9428466865691558
chr02,1074916,0.9428466865691558
chr02,1074925,0.9457445754660261
chr02,1075041,0.9290638017295874
chr02,1075130,0.9290638017295874
chr02,1075807,0.9992913801591443
chr02,1075841,0.9992913801591443
chr02,1075974,0.9905630295801486
chr02,1076013,0.9260677387038851
chr02,1076142,0.9793110972291537
chr02,1076169,0.9793110972291537
chr02,1076253,0.9290638017295874
chr02,1076314,0.9290638017295874
chr02,1076335,0.884223219099451
chr02,1076559,0.9290638017295874
chr02,1076573,0.9290638017295874
chr02,1076582,0.9290638017295874
chr02,1076711,0.8808498777653
chr02,1076984,0.9290638017295874
chr02,1077137,0.8949227947229466
chr02,1077177,0.854990029624576
chr02,1077315,0.9260677387038851
chr02,1077525,0.9759849289858924
chr02,1077605,0.9260320127640809
chr02,1077620,0.9260320127640809
chr02,1077688,0.9290638017295874
chr02,1077774,0.9260677387038851
chr02,1077792,0.9260677387038851
chr02,1077809,0.9260677387038851
chr02,1077817,0.9823921362553487
chr02,1078200,0.9290638017295874
chr02,1078205,0.9290638017295874
chr02,1078510,0.9260677387038851
chr02,1078541,0.9260677387038851
chr02,1078657,0.7935318073796197
chr02,1078816,0.9260677387038851
chr02,1078857,0.8425529048907716
chr02,1078952,0.884223219099451
chr02,1079016,0.9693497183134117
chr02,1079182,0.9290638017295874
chr02,1079742,0.9290638017295874
chr02,1080369,0.9290638017295874
chr02,1080387,0.9290638017295874
chr02,1080417,0.9290638017295874
chr02,1080591,0.9290638017295874
chr02,1080713,0.9120471774721082
chr02,1080991,0.9260677387038851
chr02,1081133,0.9290638017295874
chr02,1081157,0.8746243614495912
chr02,1081202,0.884223219099451
chr02,1081527,0.9290638017295874
chr02,1081632,0.988599598845368
chr02,1081661,0.9986798011762783
chr02,1081672,0.9986798011762783
chr02,1081689,0.9321539651519994
chr02,1081780,0.9290638017295874
chr02,1081947,0.9428466865691558
chr02,1082041,0.7890916791455128
chr02,1082074,0.891578410426806
chr02,1082274,0.939181495461026
chr02,1082356,0.8852564295097997
chr02,1082404,0.8777537293240998
chr02,1082624,0.9812212358889658
chr02,1083101,0.9818839587698256
chr02,1083111,0.9795257321352103
chr02,1083142,0.9481986593007761
chr02,1083240,0.8892413424343654
chr02,1083314,0.9090736017159045
chr02,1083381,0.9356716918040525
chr02,1083402,0.9467823125532955
chr02,1083418,0.9486690379141003
chr02,1083513,0.9482286736382741
chr02,1083531,0.8650489223945695
chr02,1083866,0.9391355169977067
chr02,1083908,0.9628133194088737
chr02,1084168,0.8425529048907716
chr02,1084211,0.9260677387038851
chr02,1084222,0.9260677387038851
chr02,1084249,0.9804484187449863
chr02,1084287,0.9260677387038851
chr02,1084299,0.9260677387038851
chr02,1084459,0.9290638017295874
chr02,1084466,0.9290638017295874
chr02,1084493,0.9290638017295874
chr02,1084532,0.9480304962177186
chr02,1084552,0.8435706988697405
chr02,1084589,0.9260677387038851
chr02,1084605,0.9260677387038851
chr02,1084722,0.9260677387038851
chr02,1084733,0.9290638017295874
chr02,1084764,0.9314240960855127
chr02,1084808,0.9290638017295874
chr02,1084823,0.9351149411458782
chr02,1084831,0.8841240771382888
chr02,1084868,0.8808591548867546
chr02,1084884,0.874940653706748
chr02,1084918,0.9462166229277381
chr02,1085196,0.9260677387038851
chr02,1085294,0.9290638017295874
chr02,1085300,0.9290638017295874
chr02,1085317,0.9290638017295874
chr02,1085322,0.9290638017295874
chr02,1085343,0.9290638017295874
chr02,1085410,0.9905630295801486
chr02,1085460,0.8832934430020841
chr02,1085474,0.9260677387038851
chr02,1085494,0.9260677387038851
chr02,1085500,0.9260677387038851
chr02,1085544,0.9875014612993476
chr02,1085555,0.9875014612993476
chr02,1085588,0.9011316967474785
chr02,1085712,0.9734159807129502
chr02,1085763,0.9701286869690249
chr02,1085813,0.9701286869690249
chr02,1085842,0.9260677387038851
chr02,1085908,0.9850563960022813
chr02,1085942,0.9850563960022813
chr02,1085963,0.9290638017295874
chr02,1086141,0.9759849289858924
chr02,1086251,0.9389255497039978
chr02,1086451,0.9701286869690249
chr02,1086521,0.9428466865691558
chr02,1086554,0.9290638017295874
chr02,1086560,0.9875225946782684
chr02,1086619,0.9290638017295874
chr02,1086690,0.9905630295801486
chr02,1086847,0.9552359210642773
chr02,1087235,0.8980672498943019
chr02,1087307,0.8782370850779582
chr02,1087322,0.8782370850779582
chr02,1087334,0.8782370850779582
chr02,1087393,0.9290638017295874
chr02,1087846,0.9462166229277381
chr02,1087893,0.9552359210642773
chr02,1087989,0.9290638017295874
chr02,1088025,0.9260677387038851
chr02,1088034,0.9290638017295874
chr02,1088109,0.9260677387038851
chr02,1088168,0.9260677387038851
chr02,1088207,0.9260677387038851
chr02,1088223,0.9260677387038851
chr02,1088693,0.9389255497039978
chr02,1088753,0.9389255497039978
chr02,1088790,0.86824540530789
chr02,1088963,0.9260677387038851
chr02,1089088,0.9260677387038851
chr02,1089191,0.9759849289858924
chr02,1089344,0.9260677387038851
chr02,1089501,0.8854298077989662
chr02,1089531,0.9260677387038851
chr02,1089561,0.9260677387038851
chr02,1089653,0.9290638017295874
chr02,1089731,0.9060615937836208
chr02,1089807,0.9290638017295874
chr02,1089929,0.9290638017295874
chr02,1089936,0.9290638017295874
chr02,1090182,0.9290638017295874
chr02,1090311,0.9260677387038851
chr02,1090354,0.855021869199672
chr02,1090612,0.9290638017295874
chr02,1090922,0.842234367702034
chr02,1090988,0.9260677387038851
chr02,1091048,0.9260677387038851
chr02,1091347,0.9290638017295874
chr02,1091467,0.9260677387038851
chr02,1091494,0.9260677387038851
chr02,1091507,0.9260677387038851
chr02,1091521,0.9260677387038851
chr02,1091526,0.9260677387038851
chr02,1091573,0.9290638017295874
chr02,1091728,0.870415089938348
chr02,1091776,0.8435706988697405
chr02,1091782,0.8435706988697405
chr02,1091838,0.9502648458119589
chr02,1092107,0.9823921362553487
chr02,1092305,0.9459462091829227
chr02,1092685,0.9290638017295874
chr02,1092911,0.9484482431831487
chr02,1092922,0.9484482431831487
chr02,1093198,0.9260677387038851
chr02,1093359,0.8957155010505504
chr02,1093542,0.9260677387038851
chr02,1093740,0.8815217634025555
chr02,1093824,0.8815217634025555
chr02,1093852,0.8877557687826717
chr02,1093866,0.8904229526086558
chr02,1094320,0.9290638017295874
chr02,1094627,0.9155089367350531
chr02,1094639,0.9155089367350531
chr02,1094645,0.9216647803876148
chr02,1094653,0.9547247699288696
chr02,1094703,0.9589660908896002
chr02,1094716,0.9589660908896002
chr02,1094814,0.9589660908896002
chr02,1095479,0.9145765694087533
chr02,1095523,0.9620147076002983
chr02,1095631,0.952199727079688
chr02,1095778,0.9850959744909253
chr02,1096945,0.9426201633095745
chr02,1097062,0.9620147076002983
chr02,1097138,0.9063226779500969
chr02,1097157,0.990046848697552
chr02,1097348,0.9085555344566955
chr02,1097470,0.9097139518863726
chr02,1097486,0.9097139518863726
chr02,1097493,0.9097139518863726
chr02,1097515,0.9620147076002983
chr02,1097527,0.9620147076002983
chr02,1097582,0.9559667600489429
chr02,1097646,0.9559667600489429
chr02,1097724,0.9419431875311393
chr02,1097739,0.9419431875311393
chr02,1097765,0.9419431875311393
chr02,1097772,0.9419431875311393
chr02,1098126,0.9620147076002983
chr02,1098251,0.9589660908896002
chr02,1098285,0.9589660908896002
chr02,1098554,0.9620147076002983
chr02,1099071,0.8922630754302664
chr02,1099112,0.8922630754302664
chr02,1099195,0.9589660908896002
chr02,1099247,0.9584839608260702
chr02,1099289,0.9753002397040874
chr02,1099302,0.9259747963127867
chr02,1099383,0.9753002397040874
chr02,1099395,0.9753002397040874
chr02,1099407,0.8613916637208686
chr02,1099582,0.8860890622921176
chr02,1099593,0.8378724853571767
chr02,1099734,0.9721591374589683
chr02,1099825,0.9066622252817198
chr02,1099851,0.8155087601442731
chr02,1099861,0.9928814802554824
chr02,1099877,0.8997895887968694
chr02,1099987,0.8456921364057868
chr02,1100092,0.9550270305898909
chr02,1100190,0.9937178808358631
chr02,1100210,0.8993779731348961
chr02,1100334,0.8604999302465928
chr02,1100436,0.8993779731348961
chr02,1100483,0.8993779731348961
chr02,1100547,0.87661582932348
chr02,1100607,0.8797183223755459
chr02,1100615,0.8797183223755459
chr02,1100775,0.9023481817139573
chr02,1101092,0.9192349649960959
chr02,1101127,0.8232410607107589
chr02,1101136,0.8993779731348961
chr02,1101355,0.8993779731348961
chr02,1101494,0.8993779731348961
chr02,1101537,0.8993779731348961
chr02,1101657,0.9023481817139573
chr02,1101698,0.8993779731348961
chr02,1101789,0.9192098585405609
chr02,1101813,0.9192098585405609
chr02,1101828,0.9220664028507689
chr02,1101978,0.9023481817139573
chr02,1102072,0.8993779731348961
chr02,1102111,0.8993779731348961
chr02,1102562,0.8797183223755459
chr02,1102917,0.8993779731348961
chr02,1103058,0.8716727265790318
chr02,1103324,0.6324940028249262
chr02,1103466,0.9187703442212001
chr02,1103494,0.9693934461685119
chr02,1103515,0.9320387564221846
chr02,1103758,0.8993779731348961
chr02,1103768,0.8993779731348961
chr02,1103968,0.8162287861052191
chr02,1104128,0.9020025197786617
chr02,1104208,0.9872984390978591
chr02,1104223,0.9899666424507165
chr02,1104359,0.9319849035265728
chr02,1104444,0.95465367822912
chr02,1104465,0.9349811613098271
chr02,1104477,0.9349811613098271
chr02,1104599,0.9319849035265728
chr02,1104660,0.8022612447885049
chr02,1104677,0.8022612447885049
chr02,1104905,0.9202998133706023
chr02,1105069,0.7641891916728607
chr02,1105152,0.8040851550987269
chr02,1105463,0.9723863523642164
chr02,1105507,0.9723863523642164
chr02,1105594,0.9834903624674574
chr02,1105606,0.9097191474638588
chr02,1105676,0.9200156941586919
chr02,1105734,0.974925692459758
chr02,1105743,0.974925692459758
chr02,1106334,0.9349811613098271
chr02,1106393,0.9349811613098271
chr02,1106874,0.8589502580503443
chr02,1106960,0.9152581167073198
chr02,1107178,0.9319849035265728
chr02,1107258,0.9319849035265728
chr02,1107264,0.9319849035265728
chr02,1107376,0.9319849035265728
chr02,1107405,0.9319849035265728
chr02,1107417,0.9319849035265728
chr02,1107477,0.9319849035265728
chr02,1107516,0.9556755338321413
chr02,1107540,0.9920830510830704
chr02,1107570,0.9641041288404877
chr02,1107588,0.9891534986217989
chr02,1107639,0.9891534986217989
chr02,1107861,0.90187732387829
chr02,1107873,0.90187732387829
chr02,1107930,0.9107766538714976
chr02,1107990,0.8882121966437424
chr02,1108038,0.8882121966437424
chr02,1108089,0.9663421198045091
chr02,1108110,0.986164879799539
chr02,1108185,0.9737513371511222
chr02,1108235,0.9631242547036094
chr02,1108258,0.9631242547036094
chr02,1108358,0.9891534986217989
chr02,1108387,0.9891534986217989
chr02,1108421,0.9891534986217989
chr02,1108465,0.9631242547036094
chr02,1108551,0.9226232242625522
chr02,1108606,0.9585662968575506
chr02,1108612,0.9585662968575506
chr02,1108674,0.9663421198045091
chr02,1108756,0.9584587672719787
chr02,1108795,0.9553259254884198
chr02,1108944,0.9891534986217989
chr02,1109014,0.9891534986217989
chr02,1109028,0.9891534986217989
chr02,1109058,0.9951417770328883
chr02,1109108,0.9869583634910573
chr02,1109172,0.9891534986217989
chr02,1109219,0.9048474266739642
chr02,1109238,0.9891534986217989
chr02,1109315,0.9408294943571146
chr02,1109370,0.90187732387829
chr02,1109555,0.8565040578425012
chr02,1109571,0.9434438915910288
chr02,1109694,0.9891534986217989
chr02,1109761,0.7479571037251895
chr02,1109781,0.8074755052930311
chr02,1109821,0.8074755052930311
chr02,1109849,0.8074755052930311
chr02,1109875,0.8074755052930311
chr02,1109939,0.9891534986217989
chr02,1109970,0.9891534986217989
chr02,1109976,0.9891534986217989
chr02,1110046,0.9861218164004557
chr02,1110110,0.9891534986217989
chr02,1110164,0.9891534986217989
chr02,1110270,0.9553259254884198
chr02,1110309,0.9580131727444012
chr02,1110331,0.9580131727444012
chr02,1110601,0.9611957841601944
chr02,1110643,0.9861218164004557
chr02,1110685,0.9861218164004557
chr02,1110823,0.9891534986217989
chr02,1110859,0.9891534986217989
chr02,1111249,0.9891534986217989
chr02,1111317,0.9861218164004557
chr02,1111444,0.8711799606065592
chr02,1111475,0.9891534986217989
chr02,1111635,0.9861218164004557
chr02,1111679,0.9891534986217989
chr02,1111746,0.9273472785706439
chr02,1111791,0.9242855018378819
chr02,1111805,0.9861218164004557
chr02,1111834,0.9861218164004557
chr02,1111872,0.9861218164004557
chr02,1112052,0.9667430057297088
chr02,1112100,0.8267172287416052
chr02,1112109,0.8997391150564447
chr02,1112296,0.9048474266739642
chr02,1112534,0.9697577793397006
chr02,1112798,0.987821239715273
chr02,1112828,0.9479087417710674
chr02,1112839,0.9120438147658763
chr02,1112859,0.8599390522438923
chr02,1112958,0.9183499482141406
chr02,1113388,0.9891534986217989
chr02,1113637,0.8354679938587968
chr02,1113774,0.8957299080893958
chr02,1113874,0.8927629996900355
chr02,1113905,0.8513056199809406
chr02,1113934,0.8927629996900355
chr02,1114045,0.8957299080893958
chr02,1114069,0.8957299080893958
chr02,1114191,0.8957299080893958
chr02,1114295,0.912697142710459
chr02,1114336,0.912697142710459
chr02,1114604,0.8957299080893958
chr02,1114642,0.8957299080893958
chr02,1114724,0.8037588004374918
chr02,1114842,0.8367016301691974
chr02,1114896,0.8358625411273991
chr02,1114938,0.8442664271793898
chr02,1114986,0.8897301211604638
chr02,1115207,0.9427547603528406
chr02,1115234,0.9460604272582995
chr02,1115915,0.8508147113857807
chr02,1116312,0.912697142710459
chr02,1116670,0.8927629996900355
chr02,1116701,0.8638310363669186
chr02,1117018,0.9291078575650497
chr02,1117068,0.8927629996900355
chr02,1117114,0.7949796996110222
chr02,1117263,0.9427547603528406
chr02,1117278,0.9427547603528406
chr02,1117415,0.958154493713414
chr02,1118448,0.8957299080893958
chr02,1118490,0.8957299080893958
chr02,1118580,0.9104514355649844
chr02,1118659,0.9626423075113969
chr02,1118666,0.9658295162098152
chr02,1118894,0.869882557407795
chr02,1119133,0.8927629996900355
chr02,1119143,0.8927629996900355
chr02,1119593,0.9699752235558801
chr02,1119647,0.9789620624331337
chr02,1119706,0.9561580498236877
chr02,1120088,0.8011999633351884
chr02,1120294,0.8927629996900355
chr02,1120331,0.8927629996900355
chr02,1120365,0.8637967145509917
chr02,1120422,0.9535379874742631
chr02,1120592,0.8844467345820142
chr02,1120651,0.9427547603528406
chr02,1120981,0.8957299080893958
chr02,1120993,0.8957299080893958
chr02,1121182,0.842192084881363
chr02,1121329,0.8927629996900355
chr02,1121369,0.9484640295634166
chr02,1121506,0.8883965259990378
chr02,1121514,0.8883965259990378
chr02,1121766,0.9017237041239626
chr02,1121815,0.9017237041239626
chr02,1121917,0.8987900937244885
chr02,1121960,0.9017237041239626
chr02,1122241,0.842192084881363
chr02,1122297,0.8481066186595781
chr02,1122401,0.8637967145509917
chr02,1122579,0.8927629996900355
chr02,1122717,0.8508147113857807
chr02,1122973,0.842192084881363
chr02,1122986,0.8927629996900355
chr02,1123043,0.8927629996900355
chr02,1123065,0.84075614428531
chr02,1123186,0.8574839220143182
chr02,1123267,0.9009539969167913
chr02,1123324,0.8927629996900355
chr02,1123494,0.8927629996900355
chr02,1123502,0.8390763031493645
chr02,1124275,0.8957299080893958
chr02,1124408,0.8927629996900355
chr02,1124617,0.8084190323740231
chr02,1124710,0.8957299080893958
chr02,1124831,0.8957299080893958
chr02,1125198,0.9017237041239626
chr02,1125558,0.912697142710459
chr02,1126470,0.869882557407795
chr02,1126729,0.9352331783617143
chr02,1126759,0.9154009185212191
chr02,1126994,0.8987900937244885
chr02,1127236,0.7826032090569244
chr02,1127452,0.8957299080893958
chr02,1127473,0.9870060186296608
chr02,1127703,0.8927629996900355
chr02,1127767,0.8927629996900355
chr02,1127981,0.842192084881363
chr02,1128065,0.912697142710459
chr02,1128080,0.9155506553449191
chr02,1128187,0.8927629996900355
chr02,1128347,0.7868043306349205
chr02,1128409,0.8927629996900355
chr02,1128597,0.8415769243584803
chr02,1128770,0.7787911275085675
chr02,1129799,0.8415769243584803
chr02,1129973,0.9417870937490957
chr02,1130108,0.9155506553449191
chr02,1130568,0.822666592345326
chr02,1131076,0.8927629996900355
chr02,1131109,0.869882557407795
chr02,1131118,0.7135842977742437
chr02,1132512,0.912697142710459
chr02,1132704,0.8957299080893958
chr02,1132721,0.8957299080893958
chr02,1133027,0.8957299080893958
chr02,1133359,0.8957299080893958
chr02,1133561,0.8957299080893958
chr02,1134067,0.9518423688572493
chr02,1135702,0.8319823206789755
chr02,1136252,0.8957299080893958
chr02,1136380,0.8957299080893958
chr02,1136548,0.971344547656215
chr02,1136772,0.8957299080893958
chr02,1136968,0.8927629996900355
chr02,1137274,0.8957299080893958
chr02,1137371,0.9847226486279014
chr02,1137605,0.8545103115763573
chr02,1137639,0.9991274795167692
chr02,1137980,0.8980728617540341
chr02,1138475,0.8927629996900355
chr02,1138533,0.8454482330179569
chr02,1138619,0.8957299080893958
chr02,1138636,0.8508147113857807
chr02,1138650,0.8508147113857807
chr02,1138890,0.9642322673245995
chr02,1138962,0.9642322673245995
chr02,1139105,0.9642322673245995
chr02,1139642,0.9642322673245995
chr02,1139819,0.9673133990912043
chr02,1140071,0.9321261836042736
chr02,1140168,0.8240055575810248
chr02,1140192,0.9205323899682456
chr02,1140268,0.9573727569012997
chr02,1140543,0.9702576083958039
chr02,1140675,0.9930566262833361
chr02,1140836,0.9612141776087135
chr02,1140886,0.9612141776087135
chr02,1140903,0.9189186854053727
chr02,1140914,0.9189186854053727
chr02,1140923,0.9612141776087135
chr02,1141004,0.9800964963844345
chr02,1141033,0.9367424101162589
chr02,1141045,0.9367424101162589
chr02,1141083,0.9575799261565107
chr02,1141301,0.8266750122695794
chr02,1141589,0.9754136184122815
chr02,1141711,0.9411576512053281
chr02,1142266,0.9642322673245995
chr02,1142434,0.894906451701879
chr02,1142612,0.9642322673245995
chr02,1142620,0.9642322673245995
chr02,1143032,0.9612141776087135
chr02,1143109,0.9612141776087135
chr02,1143116,0.9553362509646507
chr02,1143166,0.952286284156975
chr02,1143231,0.9642322673245995
chr02,1143286,0.9379989182459197
chr02,1143351,0.9612141776087135
chr02,1143370,0.9165300293366707
chr02,1143378,0.9165300293366707
chr02,1143430,0.9407140508979595
chr02,1143451,0.9642322673245995
chr02,1143466,0.9642322673245995
chr02,1143550,0.9917976579635607
chr02,1143603,0.8005027653375847
chr02,1143652,0.9642322673245995
chr02,1143679,0.9642322673245995
chr02,1143761,0.9130836024411775
chr02,1143799,0.9612141776087135
chr02,1144165,0.9887134599282059
chr02,1144311,0.9853726689064656
chr02,1144575,0.9887134599282059
chr02,1145487,0.9247883991135887
chr02,1145691,0.9278416565915415
chr02,1145814,0.9926919683717288
chr02,1145966,0.9278416565915415
chr02,1146258,0.9247883991135887
chr02,1146471,0.9247883991135887
chr02,1146763,0.9524926346578348
chr02,1146773,0.9088291896103008
chr02,1146811,0.9752590284257461
chr02,1146848,0.9247883991135887
chr02,1147009,0.9914632734069275
chr02,1147036,0.9278416565915415
chr02,1147120,0.9278416565915415
chr02,1147228,0.9218178751003531
chr02,1147279,0.9218178751003531
chr02,1147649,0.8491750981216677
chr02,1147712,0.8691479032623086
chr02,1147781,0.9247883991135887
chr02,1147879,0.889030895638206
chr02,1147889,0.9247883991135887
chr02,1148215,0.9247883991135887
chr02,1148263,0.9247883991135887
chr02,1148792,0.9278416565915415
chr02,1148941,0.9247883991135887
chr02,1149153,0.9049142527640651
chr02,1149170,0.8988696731939159
chr02,1150435,0.9698842499609281
chr02,1150669,0.9278416565915415
chr02,1150758,0.8064040858680459
chr02,1151268,0.9278416565915415
chr02,1151364,0.9278416565915415
chr02,1151456,0.9760391199361902
chr02,1151479,0.9278416565915415
chr02,1151599,0.8776042190177455
chr02,1151846,0.9278416565915415
chr02,1151873,0.9278416565915415
chr02,1152189,0.9247883991135887
chr02,1152263,0.9247883991135887
chr02,1152465,0.9247883991135887
chr02,1152851,0.9247883991135887
chr02,1152885,0.9908715191411683
chr02,1152896,0.9247883991135887
chr02,1152965,0.9726725174467741
chr02,1153085,0.9698842499609281
chr02,1153124,0.9247883991135887
chr02,1153275,0.9726725174467741
chr02,1153445,0.8415627236542348
chr02,1153866,0.8237267331611856
chr02,1153950,0.9752590284257461
chr02,1153989,0.9998728842143496
chr02,1154016,0.949278316415272
chr02,1154202,0.8922955033216362
chr02,1154226,0.9278416565915415
chr02,1154527,0.966394702829217
chr02,1154542,0.9637089227044886
chr02,1154549,0.9410931495230139
chr02,1154853,0.8983135635784424
chr02,1154877,0.8953774940674459
chr02,1154956,0.8579761230316186
chr02,1155160,0.9247883991135887
chr02,1155212,0.9247883991135887
chr02,1155460,0.8860639034867506
chr02,1155478,0.9091432280588952
chr02,1155505,0.8970465855824404
chr02,1155514,0.9005532662243269
chr02,1155550,0.9982193672773405
chr02,1155902,0.9247883991135887
chr02,1155997,0.9648849834417819
chr02,1156010,0.9648849834417819
chr02,1156016,0.9648849834417819
chr02,1156033,0.9367899344918101
chr02,1156039,0.9648849834417819
chr02,1156120,0.9278416565915415
chr02,1156253,0.9278416565915415
chr02,1156334,0.8970465855824404
chr02,1156415,0.9476558213424181
chr02,1156433,0.9476558213424181
chr02,1156521,0.9476558213424181
chr02,1156540,0.9508593015131539
chr02,1156564,0.9508593015131539
chr02,1156569,0.981903670276176
chr02,1156586,0.9278416565915415
chr02,1156592,0.9218178751003531
chr02,1156712,0.9247883991135887
chr02,1156809,0.9278416565915415
chr02,1156815,0.9278416565915415
chr02,1156915,0.9595275240719338
chr02,1157054,0.9247883991135887
chr02,1157079,0.9247883991135887
chr02,1157230,0.9752590284257461
chr02,1157340,0.9278416565915415
chr02,1157413,0.9278416565915415
chr02,1157420,0.9247883991135887
chr02,1157481,0.9752590284257461
chr02,1157486,0.9752590284257461
chr02,1157610,0.9278416565915415
chr02,1157722,0.9278416565915415
chr02,1157825,0.9278416565915415
chr02,1157995,0.9111858139761053
chr02,1158006,0.9111858139761053
chr02,1158032,0.9111858139761053
chr02,1158070,0.9247883991135887
chr02,1158109,0.9247883991135887
chr02,1158115,0.9278416565915415
chr02,1158225,0.8589757605611301
chr02,1158247,0.9049142527640651
chr02,1158300,0.9247883991135887
chr02,1158318,0.9247883991135887
chr02,1158446,0.9972554652935601
chr02,1158487,0.9247883991135887
chr02,1158549,0.9476558213424181
chr02,1158559,0.9247883991135887
chr02,1158593,0.9278416565915415
chr02,1158632,0.9278416565915415
chr02,1158642,0.9278416565915415
chr02,1158715,0.9278416565915415
chr02,1159073,0.8547149624614708
chr02,1159084,0.8547149624614708
chr02,1159175,0.8988696731939159
chr02,1159214,0.9017467864010534
chr02,1159295,0.9188061986394105
chr02,1159307,0.9188061986394105
chr02,1159472,0.965891490062754
